Selling Price,Mileage,Fuel,Seller,Transmission,Owner Type,Number of Seats,Age of Car,Efficiency,Engine Capacity
240000,50000,Petrol,Individual,Manual,First Owner,5,4,22.74,796
1085000,1000,Petrol,Individual,Automatic,First Owner,5,2,18.0,1497
750000,19000,Diesel,Individual,Automatic,First Owner,5,3,28.4,1248
95000,265000,Diesel,Individual,Manual,Used,5,8,17.0,1405
409999,35000,LPG/CNG,Individual,Manual,First Owner,5,0,20.88,1196
215000,80000,Petrol,Individual,Manual,Used,5,6,23.95,998
1290000,50000,Diesel,Individual,Automatic,First Owner,7,4,16.0,2179
150000,80000,Petrol,Individual,Manual,First Owner,5,10,20.92,998
219000,50000,Petrol,Individual,Manual,Used,5,7,21.1,814
325000,100000,Petrol,Individual,Manual,First Owner,5,2,23.84,1199
260000,120000,Petrol,Individual,Manual,Used,5,7,15.1,1196
2625000,9000,Diesel,Dealer,Automatic,First Owner,5,3,13.6,1999
5150000,20000,Petrol,Dealer,Automatic,First Owner,5,1,22.37,2487
3200000,45000,Diesel,Dealer,Automatic,First Owner,5,3,19.33,1999
503000,110000,Diesel,Individual,Manual,First Owner,7,5,14.1,2179
3800000,20000,Diesel,Individual,Automatic,First Owner,5,1,18.0,1969
2000000,68089,Petrol,Dealer,Automatic,First Owner,5,4,19.16,2494
225000,58343,Petrol,Dealer,Manual,First Owner,5,7,21.79,998
740000,38817,Diesel,Dealer,Manual,First Owner,5,2,27.39,1248
550000,56494,Petrol,Dealer,Manual,First Owner,5,4,18.2,1199
750000,79328,Diesel,Dealer,Manual,Used,7,7,12.99,2494
650000,5621,Petrol,Dealer,Automatic,First Owner,5,1,22.0,1197
625000,25538,Petrol,Dealer,Manual,First Owner,5,3,16.78,1496
600000,69779,Petrol,Dealer,Automatic,First Owner,5,2,22.0,1197
450000,56290,Diesel,Dealer,Manual,First Owner,5,3,24.0,1186
5400000,7500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
5500000,8500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
779000,7032,Petrol,Dealer,Automatic,First Owner,5,1,19.0,1199
645000,11000,Petrol,Dealer,Automatic,First Owner,5,4,14.3,1598
2475000,2000,Diesel,Dealer,Automatic,First Owner,5,2,16.8,1984
700000,40000,Diesel,Individual,Automatic,First Owner,5,1,23.8,1498
950000,45000,Diesel,Individual,Manual,First Owner,5,3,21.38,1396
160000,80000,Petrol,Individual,Manual,Used,5,10,19.7,796
409999,135000,Diesel,Individual,Manual,Used,5,5,24.4,1120
840000,120000,Diesel,Individual,Manual,Used,7,5,12.99,2494
450000,67000,Diesel,Individual,Manual,First Owner,5,7,23.59,1364
900000,50000,Diesel,Individual,Manual,First Owner,5,3,28.4,1248
570000,134000,Diesel,Individual,Manual,Used,7,12,12.8,2494
254999,110000,Diesel,Individual,Manual,Used,5,9,23.08,1461
130000,40000,Petrol,Individual,Manual,First Owner,4,11,16.1,796
530000,120000,Diesel,Individual,Manual,Used,5,7,23.4,1248
520000,110000,Diesel,Individual,Manual,Used,5,5,20.14,1498
229999,170000,Diesel,Individual,Manual,Used,5,9,21.0,1461
81000,80000,Petrol,Individual,Manual,Used,4,16,16.1,796
600000,47000,Diesel,Individual,Manual,First Owner,5,4,25.2,1248
409999,93000,Petrol,Individual,Manual,First Owner,5,5,19.1,1197
120000,70000,Petrol,Individual,Manual,Used,4,10,16.1,796
320000,50000,Petrol,Individual,Manual,First Owner,5,6,23.1,998
292000,70000,Diesel,Individual,Manual,First Owner,5,5,20.0,1399
390000,80000,Diesel,Individual,Manual,First Owner,7,8,13.93,2179
550000,44000,Petrol,Individual,Manual,First Owner,5,4,18.16,1196
385000,25000,Petrol,Individual,Manual,First Owner,5,6,23.1,998
800000,25000,Petrol,Individual,Manual,First Owner,5,4,15.29,1591
675000,10000,Petrol,Individual,Manual,First Owner,5,1,21.21,1197
1525000,50000,Diesel,Individual,Manual,First Owner,7,2,17.6,2179
950000,30000,Diesel,Individual,Manual,First Owner,5,2,23.0,1498
610000,50000,Diesel,Individual,Manual,Used,5,5,21.19,1396
525000,120000,Diesel,Individual,Manual,First Owner,5,8,22.54,1396
700000,40000,Diesel,Individual,Automatic,First Owner,5,1,23.8,1498
375000,80000,Diesel,Individual,Manual,First Owner,7,5,15.96,2523
580000,90000,Diesel,Individual,Manual,First Owner,5,5,20.45,1461
434999,50000,Petrol,Individual,Manual,Used,5,5,20.4,1197
350000,2136,Petrol,Individual,Manual,First Owner,5,0,22.5,999
730000,250000,Diesel,Individual,Manual,First Owner,7,8,12.99,2494
600000,35000,Petrol,Individual,Manual,First Owner,5,5,18.6,1197
1050000,120000,Diesel,Individual,Manual,First Owner,7,5,12.99,2494
735000,70000,Diesel,Individual,Manual,First Owner,5,3,27.39,1248
1050000,18000,Diesel,Dealer,Manual,First Owner,5,2,19.6,1461
420000,110000,Diesel,Individual,Manual,Used,7,4,18.2,1248
800000,60000,Diesel,Individual,Manual,First Owner,5,3,23.65,1248
2000000,60000,Diesel,Individual,Automatic,First Owner,7,5,12.55,2982
600000,147000,Diesel,Individual,Manual,Used,5,4,26.59,1248
1900000,130000,Diesel,Individual,Automatic,First Owner,7,5,12.55,2982
500000,99500,Diesel,Individual,Manual,Used,7,9,11.5,1991
200000,110000,Diesel,Individual,Manual,Used,5,9,17.0,1405
370000,35000,Petrol,Individual,Manual,First Owner,5,4,19.49,1198
260000,110000,Diesel,Individual,Manual,Used,5,10,16.2,1493
280000,100000,Diesel,Individual,Manual,First Owner,6,4,25.32,1198
610000,21000,Petrol,Individual,Manual,First Owner,7,6,16.02,1373
300000,60000,Diesel,Individual,Manual,Used,5,7,23.5,1498
140000,40000,Diesel,Individual,Manual,First Owner,5,10,16.6,1405
229999,50000,Petrol,Individual,Manual,First Owner,5,12,19.81,1086
200000,65000,Petrol,Individual,Manual,Used,5,10,19.0,998
200000,80000,Petrol,Individual,Manual,First Owner,5,9,18.9,998
560000,119000,Diesel,Individual,Manual,First Owner,5,5,23.9,1582
750000,80000,Diesel,Individual,Manual,First Owner,7,4,24.52,1248
585000,90000,Diesel,Individual,Manual,First Owner,5,3,25.2,1248
760000,20000,Petrol,Individual,Manual,First Owner,5,4,17.01,1591
430000,80000,Diesel,Individual,Manual,Used,5,6,25.2,1248
480000,44665,Diesel,Individual,Manual,First Owner,6,0,25.32,1198
643000,10000,Diesel,Individual,Manual,First Owner,5,1,20.8,1493
500000,60000,Petrol,Individual,Manual,First Owner,5,2,20.14,1197
425000,22000,Petrol,Individual,Manual,First Owner,5,4,18.5,1198
250000,25000,Petrol,Individual,Manual,First Owner,5,6,22.74,796
285000,70000,Diesel,Individual,Manual,First Owner,5,4,27.62,793
160000,123000,Petrol,Individual,Manual,Used,5,12,17.5,1298
250000,70000,Diesel,Individual,Manual,Used,5,9,20.54,1598
170000,70000,Petrol,Individual,Manual,Used,5,7,18.6,1199
409999,45000,Diesel,Individual,Manual,First Owner,5,7,23.59,1364
400000,40000,Petrol,Individual,Automatic,First Owner,5,5,18.9,1197
700000,30000,Diesel,Individual,Manual,First Owner,5,1,28.4,1248
350000,90000,Petrol,Individual,Automatic,First Owner,5,13,12.9,1799
660000,34000,Petrol,Individual,Manual,Used,7,4,17.5,1373
268000,25000,Petrol,Individual,Manual,First Owner,5,3,24.7,796
270000,50000,Petrol,Individual,Manual,First Owner,5,4,22.74,796
300000,50000,Diesel,Individual,Manual,First Owner,5,7,25.44,936
450000,90000,Petrol,Individual,Manual,First Owner,5,3,23.84,1199
220000,70000,Diesel,Individual,Manual,Used,5,8,25.44,936
250000,146000,Diesel,Individual,Manual,Used,7,11,13.93,2179
300000,85000,Petrol,Individual,Manual,Used,5,8,15.6,1196
88000,201850,Diesel,Individual,Manual,Used,5,11,17.88,1396
561000,30000,Diesel,Individual,Manual,First Owner,5,4,26.59,1248
755000,15000,Diesel,Individual,Manual,First Owner,5,2,28.4,1248
235000,25000,Petrol,Individual,Manual,First Owner,5,3,22.7,799
165000,90000,Petrol,Individual,Manual,First Owner,5,9,20.92,998
190000,80000,Diesel,Individual,Manual,Used,5,12,19.3,1248
110000,50000,Diesel,Individual,Manual,First Owner,5,9,17.2,1396
320000,80000,Diesel,Individual,Manual,Used,8,8,13.6,2523
330000,110000,Diesel,Individual,Manual,Used,5,10,25.200000000000014,1248
540000,38000,Petrol,Individual,Manual,First Owner,5,4,18.6,1197
180000,60000,Petrol,Individual,Manual,First Owner,5,7,21.1,814
270000,100000,Petrol,Individual,Manual,Used,7,4,15.37,1196
450000,30000,Petrol,Individual,Manual,First Owner,5,8,17.5,1197
450000,30000,Petrol,Individual,Manual,First Owner,5,6,19.1,1197
200000,50000,Petrol,Individual,Manual,First Owner,5,5,18.6,1199
425000,42000,Petrol,Individual,Manual,First Owner,5,3,23.84,1199
400000,30000,Petrol,Individual,Manual,First Owner,5,4,18.2,1199
125000,60000,Petrol,Individual,Manual,Used,5,11,19.7,796
1600000,14000,Diesel,Individual,Manual,First Owner,5,2,17.1,1956
900000,22000,Petrol,Individual,Manual,First Owner,5,5,17.4,1497
450000,90000,Diesel,Individual,Manual,First Owner,5,8,20.54,1598
210000,46000,Petrol,Individual,Manual,First Owner,5,9,20.92,998
801000,20000,Petrol,Individual,Manual,First Owner,5,2,18.6,1197
317000,15000,Diesel,Individual,Manual,First Owner,7,6,15.42,1405
600000,40000,Petrol,Individual,Manual,Used,7,5,16.02,1373
330000,30000,Petrol,Individual,Manual,Used,5,6,18.5,1197
320000,15000,Petrol,Individual,Manual,Used,5,3,21.1,814
160000,50000,Petrol,Individual,Manual,First Owner,5,10,19.33,1248
120000,110000,Petrol,Individual,Manual,Used,5,13,15.3,1341
130000,70000,Petrol,Individual,Manual,Used,5,11,19.7,796
220000,80000,Petrol,Individual,Manual,First Owner,5,5,18.2,1199
229999,50000,Diesel,Individual,Manual,Used,5,12,25.200000000000014,1248
340000,110000,Petrol,Individual,Manual,First Owner,5,5,17.57,1193
200000,70000,Diesel,Individual,Manual,Used,5,7,19.68,1399
140000,50000,Petrol,Individual,Manual,Used,5,18,19.7,796
1000000,190000,Diesel,Individual,Manual,First Owner,8,7,12.99,2494
495000,100000,Diesel,Individual,Manual,Used,7,10,13.6,2523
236000,60000,Petrol,Individual,Manual,First Owner,5,5,22.74,796
390000,40000,Petrol,Individual,Manual,First Owner,5,5,20.51,998
275000,90000,Diesel,Individual,Manual,Used,5,11,19.3,1248
503000,110000,Diesel,Individual,Manual,First Owner,7,5,14.1,2179
775000,32000,Diesel,Dealer,Manual,First Owner,5,3,24.3,1248
1800000,30000,Diesel,Individual,Automatic,First Owner,7,4,11.36,2755
850000,58000,Diesel,Individual,Manual,First Owner,5,4,19.67,1582
750000,5000,Diesel,Individual,Manual,First Owner,5,2,24.3,1248
570000,25000,Petrol,Individual,Manual,First Owner,5,2,18.6,1197
580000,32000,Petrol,Individual,Manual,First Owner,5,2,18.9,1197
484999,30000,Petrol,Individual,Manual,First Owner,5,4,18.7,1199
700000,43000,Petrol,Dealer,Manual,First Owner,7,3,15.4,1497
415000,60000,Petrol,Dealer,Manual,First Owner,5,8,17.7,1497
325000,50000,Petrol,Individual,Automatic,First Owner,5,5,19.34,1198
550000,14200,Petrol,Individual,Manual,First Owner,5,2,18.16,1196
300000,10000,Petrol,Individual,Manual,First Owner,5,3,21.1,814
217000,25000,Petrol,Individual,Manual,First Owner,5,2,22.7,799
700000,19100,Petrol,Individual,Manual,First Owner,5,2,19.0,1194
466000,25000,Petrol,Individual,Automatic,Used,5,1,20.3,1086
484999,54000,Diesel,Dealer,Manual,First Owner,5,6,23.0,1498
670000,35000,Diesel,Individual,Manual,First Owner,5,2,22.71,1461
500000,20000,Petrol,Individual,Manual,Used,5,2,18.9,1197
675000,52000,Diesel,Individual,Manual,First Owner,5,4,23.65,1248
220000,120000,Diesel,Individual,Manual,Used,5,9,23.0,1396
1650000,50000,Diesel,Individual,Manual,First Owner,5,3,17.1,1956
630000,120000,Diesel,Individual,Manual,Used,7,7,20.77,1248
250000,90000,Diesel,Individual,Manual,Used,5,10,18.8,1248
120000,120000,Petrol,Individual,Manual,Used,5,16,18.9,998
300000,101500,Diesel,Individual,Manual,Used,5,5,21.14,1498
525000,75000,Diesel,Individual,Automatic,First Owner,5,7,22.32,1582
204999,97500,Petrol,Individual,Manual,First Owner,5,9,22.00214285714286,998
204999,97500,Petrol,Individual,Manual,First Owner,5,9,22.00214285714286,998
1100000,100000,Diesel,Individual,Manual,First Owner,7,4,15.4,1997
480000,55735,Diesel,Individual,Manual,Used,5,8,19.01,1461
605000,80000,Diesel,Individual,Manual,Used,7,6,15.1,2179
250000,50000,Petrol,Individual,Manual,Used,5,4,24.7,796
245000,70000,Diesel,Individual,Manual,Used,5,7,20.0,1399
210000,76000,Petrol,Individual,Manual,Used,5,8,20.36,1197
730000,1500,Petrol,Individual,Manual,First Owner,5,0,21.21,1197
500000,76000,Diesel,Individual,Manual,First Owner,7,8,15.96,2523
400000,40000,Petrol,Individual,Manual,First Owner,5,5,20.51,998
280000,60000,Petrol,Individual,Manual,Used,5,5,21.1,814
561000,170000,Diesel,Individual,Manual,Used,8,11,12.8,2494
950000,181491,Diesel,Dealer,Manual,First Owner,7,7,13.5,2477
375000,53319,Diesel,Dealer,Manual,First Owner,5,4,25.44,936
700000,40906,Diesel,Dealer,Manual,First Owner,5,3,21.66,1498
375000,31711,Petrol,Dealer,Manual,Used,5,8,17.6,1496
270000,43755,Petrol,Dealer,Manual,Used,5,8,21.1,814
300000,66693,Petrol,Dealer,Manual,First Owner,5,4,25.17,799
225000,59549,Petrol,Dealer,Manual,First Owner,5,10,19.0,998
1350000,94385,Diesel,Dealer,Manual,First Owner,8,5,12.99,2494
200000,73730,Petrol,Dealer,Manual,First Owner,5,10,18.2,998
400000,221889,Diesel,Dealer,Manual,First Owner,5,9,22.32,1582
500000,116104,Diesel,Dealer,Manual,First Owner,5,7,25.8,1498
500000,150546,Petrol,Dealer,Manual,First Owner,5,5,22.0,1197
1500000,148120,Diesel,Dealer,Manual,First Owner,7,7,14.24,2755
555000,20000,Petrol,Individual,Manual,Used,5,5,15.8,1499
580000,30000,Petrol,Individual,Automatic,First Owner,5,2,18.9,1197
337000,142000,Diesel,Individual,Manual,Used,7,9,13.7,2179
175000,20000,Diesel,Individual,Manual,First Owner,10,9,12.2,1948
180000,120000,Diesel,Individual,Manual,Used,5,11,18.8,1248
200000,80000,Petrol,Individual,Manual,First Owner,5,9,19.81,1086
260000,60000,Diesel,Individual,Manual,First Owner,5,4,19.09,1405
350000,25000,Petrol,Individual,Manual,First Owner,5,4,23.01,999
409999,50000,Diesel,Individual,Manual,Used,7,9,13.6,2523
655000,126000,Diesel,Individual,Manual,First Owner,7,3,18.49,1493
370000,170000,Diesel,Individual,Manual,First Owner,5,5,26.59,1248
200000,24000,Petrol,Individual,Manual,First Owner,5,7,22.74,796
800000,100000,Diesel,Individual,Manual,Used,7,3,24.52,1248
550000,10000,Petrol,Individual,Manual,First Owner,5,1,24.0,1199
300000,70000,Diesel,Individual,Manual,Used,5,8,20.0,1399
220000,40000,Petrol,Individual,Manual,First Owner,8,3,16.8,796
196000,110000,Petrol,Individual,Manual,First Owner,5,9,18.9,998
135000,80000,Petrol,Individual,Manual,Used,5,12,19.81,1086
299000,16500,Petrol,Individual,Manual,First Owner,5,5,17.57,1193
300000,30000,Petrol,Individual,Manual,First Owner,5,3,23.95,998
720000,80000,Diesel,Individual,Manual,First Owner,7,3,24.52,1248
650000,50000,Diesel,Individual,Manual,Used,7,4,14.1,2179
300000,25000,Petrol,Individual,Manual,First Owner,5,4,23.95,998
750000,20000,Diesel,Individual,Manual,First Owner,5,1,24.0,1186
260000,60000,Petrol,Individual,Manual,First Owner,5,4,25.17,799
300000,70000,Diesel,Individual,Manual,Used,5,9,22.9,1248
600000,50000,Diesel,Individual,Manual,Used,7,6,15.96,2523
275000,100000,Petrol,Individual,Automatic,Used,5,16,9.0,2997
250000,52000,Petrol,Individual,Manual,First Owner,5,5,23.95,998
420000,80000,Diesel,Individual,Manual,First Owner,5,6,23.4,1248
235000,50000,Petrol,Individual,Manual,First Owner,5,5,21.1,814
1100000,60000,Diesel,Individual,Manual,First Owner,7,4,15.4,2179
360000,25000,Petrol,Individual,Manual,First Owner,5,1,23.95,998
380000,50000,Diesel,Individual,Manual,Used,5,6,24.0,1120
650000,125000,Diesel,Individual,Manual,First Owner,5,4,22.77,1498
350000,80000,Petrol,Individual,Manual,First Owner,5,4,20.51,998
700000,70000,Diesel,Individual,Manual,First Owner,9,3,15.96,2523
270000,90000,Diesel,Individual,Manual,Used,5,10,23.0,1396
450000,50000,Diesel,Individual,Manual,First Owner,5,3,22.95,1248
630000,101000,Diesel,Individual,Manual,First Owner,6,4,16.55,2498
229999,168000,Diesel,Individual,Manual,First Owner,7,10,14.0,2498
229999,168000,Diesel,Individual,Manual,First Owner,7,10,14.0,2498
270000,40000,Petrol,Individual,Manual,First Owner,5,9,18.9,998
135000,28900,Petrol,Individual,Manual,Used,5,11,0.0,1172
275000,20000,Petrol,Individual,Manual,First Owner,5,8,18.9,998
2625000,9000,Diesel,Dealer,Automatic,First Owner,5,3,13.6,1999
5150000,20000,Petrol,Dealer,Automatic,First Owner,5,1,22.37,2487
3200000,45000,Diesel,Dealer,Automatic,First Owner,5,3,19.33,1999
503000,110000,Diesel,Individual,Manual,First Owner,7,5,14.1,2179
3800000,20000,Diesel,Individual,Automatic,First Owner,5,1,18.0,1969
2000000,68089,Petrol,Dealer,Automatic,First Owner,5,4,19.16,2494
225000,58343,Petrol,Dealer,Manual,First Owner,5,7,21.79,998
740000,38817,Diesel,Dealer,Manual,First Owner,5,2,27.39,1248
550000,56494,Petrol,Dealer,Manual,First Owner,5,4,18.2,1199
750000,79328,Diesel,Dealer,Manual,Used,7,7,12.99,2494
650000,5621,Petrol,Dealer,Automatic,First Owner,5,1,22.0,1197
625000,25538,Petrol,Dealer,Manual,First Owner,5,3,16.78,1496
600000,69779,Petrol,Dealer,Automatic,First Owner,5,2,22.0,1197
450000,56290,Diesel,Dealer,Manual,First Owner,5,3,24.0,1186
5400000,7500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
5500000,8500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
779000,7032,Petrol,Dealer,Automatic,First Owner,5,1,19.0,1199
645000,11000,Petrol,Dealer,Automatic,First Owner,5,4,14.3,1598
2475000,2000,Diesel,Dealer,Automatic,First Owner,5,2,16.8,1984
634000,165000,Diesel,Individual,Manual,First Owner,7,5,18.49,1493
235000,98500,Petrol,Individual,Manual,Used,5,8,19.0,998
275000,98000,Petrol,Individual,Manual,Used,5,12,20.36,1197
700000,40000,Diesel,Individual,Manual,Used,6,6,16.55,2498
400000,90000,Diesel,Individual,Manual,First Owner,5,7,20.3,1248
215000,90000,Petrol,Individual,Manual,Used,5,8,19.7,796
150000,110000,Diesel,Individual,Manual,Used,5,11,17.1,1493
950000,77800,Diesel,Individual,Manual,First Owner,5,2,25.1,1248
730000,100000,Diesel,Individual,Manual,First Owner,7,5,18.49,1493
135000,120000,Diesel,Individual,Manual,Used,5,8,19.0,1405
350000,80000,Petrol,Individual,Manual,Used,5,4,19.1,1197
535000,21000,Petrol,Individual,Manual,Used,6,2,18.15,1198
455000,100000,Petrol,Individual,Manual,Used,5,2,19.0,1197
655000,25000,Petrol,Individual,Manual,First Owner,5,1,21.21,1197
800000,30000,Diesel,Individual,Manual,Used,5,1,23.0,1498
1100000,25000,Petrol,Individual,Automatic,First Owner,5,2,17.8,1496
3000000,40000,Diesel,Individual,Automatic,First Owner,5,4,13.0,2143
1225000,160000,Diesel,Individual,Automatic,First Owner,7,8,11.5,2982
340000,51492,Petrol,Individual,Manual,First Owner,6,2,18.15,1198
300000,72000,Diesel,Individual,Manual,Used,5,9,20.54,1598
370000,60000,Petrol,Individual,Manual,First Owner,5,4,18.16,1196
330000,136000,Diesel,Individual,Manual,Used,7,7,15.96,2523
238000,60000,Petrol,Individual,Manual,First Owner,5,6,17.92,1086
72000,110000,Petrol,Individual,Manual,Used,5,14,19.33,1248
200000,90000,Petrol,Individual,Manual,First Owner,5,7,17.92,1086
320000,91000,Diesel,Individual,Manual,Used,5,6,22.71,1461
114999,90000,Petrol,Individual,Manual,Used,5,11,17.92,1086
320000,50000,Petrol,Individual,Manual,Used,5,5,20.51,998
210000,20000,Petrol,Individual,Manual,First Owner,5,10,19.81,1086
200000,120000,Diesel,Individual,Manual,First Owner,8,9,14.0,2489
135000,150000,Petrol,Individual,Manual,Used,5,11,18.9,1061
350000,52000,Diesel,Individual,Manual,First Owner,5,5,19.09,1405
350000,167000,Diesel,Individual,Manual,Used,8,6,13.6,2523
680000,40000,Diesel,Individual,Manual,First Owner,5,3,28.4,1248
200000,190000,Diesel,Individual,Manual,Used,5,10,17.8,1248
300000,50000,Petrol,Individual,Manual,First Owner,5,4,23.01,999
270000,70000,Diesel,Individual,Manual,Used,7,9,14.0,2498
225000,80000,Petrol,Individual,Manual,Used,5,8,18.9,998
250000,120000,Diesel,Individual,Manual,First Owner,8,12,13.6,2523
590000,40000,Diesel,Individual,Manual,Used,7,5,18.49,1493
290000,17000,Petrol,Individual,Manual,First Owner,5,5,21.1,814
100000,180000,Petrol,Individual,Manual,Used,5,10,19.0,998
395000,50000,Petrol,Individual,Manual,First Owner,5,4,23.1,998
195000,65000,Petrol,Individual,Manual,Used,5,6,21.1,814
45000,10000,Petrol,Individual,Manual,Used,4,9,26.0,624
270000,70000,Diesel,Individual,Manual,Used,8,11,13.6,2523
600000,90000,Diesel,Individual,Manual,Used,9,6,13.58,2499
715000,50000,Diesel,Individual,Manual,First Owner,5,5,22.54,1396
600000,10000,Petrol,Individual,Manual,First Owner,5,1,18.6,1197
875000,25000,Diesel,Individual,Manual,First Owner,7,1,18.49,1493
420000,100000,Diesel,Individual,Manual,Used,5,9,13.5,2179
325000,70000,Petrol,Individual,Automatic,Used,5,13,10.1,2354
385000,30000,Petrol,Individual,Manual,First Owner,5,3,20.63,1198
300000,40000,Petrol,Individual,Manual,First Owner,6,4,18.15,1198
335000,135000,Diesel,Individual,Manual,First Owner,5,8,21.9,1396
300000,35000,Petrol,Individual,Manual,First Owner,5,6,23.1,998
80000,120000,Petrol,Individual,Manual,Used,5,16,13.2,1495
400000,120000,Diesel,Individual,Manual,First Owner,7,8,15.96,2523
